"customer_number","status_1","customer_attention","customer_name","address_1","address_2","address_3","city","province","postal","country","phone","credit_limit","credit_available"
"35297","9","DEFAULT","PRAIRIEVIEW SEED POTATOES LTD","PO BOX 242","","","VAUXHALL","AB","T0K 2K0","CAN","403-654-2475","0","0"
"35318","5","DEFAULT","T-BAR CONTRACTING LTD","11324-163 ST STREET NW","","","EDMONTON","AB","T5M 1Y6","CAN","780-496-9082","1500","983"
"35323","9","DEFAULT","TERRA NOVA LANDSCAPING INC.","130 BLUEWATER ROAD","","","BEDFORD","NS","B4B 1G7","CAN","902-835-7387","0","0"
"35363","9","DEFAULT","KINGS AUTO WRECKERS","1866 DRUMMOND LINE","","","PETERBOROUGH","ON","K9J 6X9","CAN","705-745-6289","0","0"
"35377","9","DEFAULT","WESTLAKE'S WELDING & MACHINE","PO BOX 1607","","","LIVERPOOL","NS","B0T 1K0","CAN","902-354-2079","0","0"
"35445","9","DEFAULT","O'REGAN'S NISSAN DARTMOUTH","60 BAKER DR UNIT C","","","DARTMOUTH","NS","B2W 6L4","CAN","902-469-8484","0","0"
"35508","3","DEFAULT","ASDR CANADA INC","691 RUE ROYALE","","","MALARTIC","QC","J0Y 1Z0","CAN","819-757-3039","5000","5000"
"35534","9","DEFAULT","NORTHWOODS SAL**ACCT CLOSED**","PO BOX 2741","","","VIRDEN","MB","R0M 2C0","CAN","204-748-2582","0","0"
"35578","9","DEFAULT","CARON'S BODY SHOP OTTAWA","616 ST LAURENT BLVD","","","OTTAWA","ON","K1K 3A1","CAN","613-746-2653","0","0"
"35580","9","DEFAULT","ROGERS REPAIR SHOP EX","PO BOX 342","","","PONTEIX","SK","S0N 1Z0","CAN","306-625-3230","0","0"
"35663","3","DEFAULT","CUMMINS CANADA ULC","50 SIMMONDS DRIVE","","","DARTMOUTH","NS","B3B 1R3","CAN","902-468-7938","1000","983"
"35717","9","DEFAULT","C T M REPAIRS","385 CAMPBELL RD","","","EVANSVILLE","ON","P0P 1E0","CAN","705-618-8447","0","0"
"35799","9","DEFAULT","PORT HOPE PATTERNS***CLOSED***","344 WARD ST","","","PORT HOPE","ON","L1A 4A6","CAN","905-885-8936","0","0"
"35821","9","DEFAULT","DELORAINE HEALTH CENTRE","PO BOX 447","","","DELORAINE","MB","R0M 0M0","CAN","204-747-2745","0","0"
"36014","5","DEFAULT","EASTERN TURF INC","580 WRIGHT AVE UNIT 100","","","DARTMOUTH","NS","B3B 0H8","CAN","902-468-8873","2000","1778"
"36027","9","DEFAULT","HODGINS AUCTIONEERS INC","PO BOX 3310","","","MELFORT","SK","S0E 1A0","CAN","306-752-2075","0","0"
"36059","3","DEFAULT","SEVENTY SEVEN SIGNS LTD EX","611 50TH ST EAST","","","SASKATOON","SK","S7K 5W8","CAN","306-931-1130","1000","1000"
"36061","A","DEFAULT","ROSS MACHINE SHOP LTD EX","40 KRESS STREET","","","REGINA","SK","S4N 5Y3","CAN","306-721-6680","1500","702"
"36091","A","DEFAULT","HYDRAULICS PLUS","2525 SACKVILLE DR","","","UPPER SACKVILLE","NS","B4E 3B7","CAN","902-865-7323","1000","1000"
"36160","9","DEFAULT","CENTERLINE (WINDSOR) LIMITED","415 MORTON DR","","","WINDSOR","ON","N9J 3T8","CAN","519-734-8464","0","0"
"36161","A","DEFAULT","J A WILSON DISPLAY","1645 AIMCO BLVD","","","MISSISSAUGA","ON","L4W 1H8","CAN","905-625-9200","1000","1000"
"36231","9","DEFAULT","GLOBAL OKANAGAN A DIV OF SHAW","TELEVISION PARTNERSHIP","342 LEON AVE","","KELOWNA","BC","V1Y 6J2","CAN","250-762-4535","0","0"
"36232","9","DEFAULT","EASTEND IRON IND 1995 LTD","6215 54 AVE","","","TABER","AB","T1G 1X4","CAN","403-223-2620","0","0"
"36338","A","DEFAULT","LYLES SERVICE MFG","102 HILL AVE","PO BOX 119","","PLUNKETT","SK","S0K 3J0","CAN","306-944-4811","1000","713"
"36385","9","DEFAULT","GEMMA PROPERTY SERV INC","1200 MONTREAL RD","BLDG M-39","","OTTAWA","ON","K1A 0R6","CAN","613-742-0272","0","0"
"36400","5","DEFAULT","RAINBOW TRAILERS INC EX","PO BOX 189 ATT:LINLEY","335 BROADWAY ST","","CARTWRIGHT","MB","R0K 0L0","CAN","204-529-2581","5000","4768"
"36401","9","DEFAULT","SKYLINE ROOFING***ACCT CLOSED*","261185 WAGON WHEEL WAY","","","ROCKY VIEW","AB","T4A 0E2","CAN","403-358-6000","0","0"
"36417","A","DEFAULT","LES INDUSTRIE GALIPEAU","8 ENTREE SUD CP 36","","","MESSINES","QC","J0X 2J0","CAN","819-465-5344","1000","1000"
"36419","9","DEFAULT","HILLTOP INV***ACCOUNT CLOSED**","RR #3 4842 LARRY'S RIVER RD","","","GUYSBOROUGH","NS","B0H 1N0","CAN","902-533-2671","0","0"
"36450","9","DEFAULT","STRAIT CAR CARE","649 REEVES ST UNIT 2","","","PORT HAWKSBURY","NS","B9A 2R9","CAN","902-625-1440","0","0"
"36492","A","DEFAULT","BROKENHEAD OJIBWAY NATION","GD","","","SCANTERBURY","MB","R0E 1W0","CAN","204-766-2494","3000","3268"
"36594","9","DEFAULT","KONE MONTGOMERY EL**ACC CLOSED","2 6696 FINANCIAL DR","","","MISSISSAUGA","ON","L5N 7J6","CAN","905-858-8383","0","0"
"36601","9","DEFAULT","BOYD AUTO BODY & GLASS EX","1749 ELLICE AVE UNIT G","","","WINNIPEG","MB","R3H 1H9","CAN","204-654-4455","0","0"
"36611","9","DEFAULT","HARNISH'S FOREST*ACCTCLOSED**","92 PLEASANT VALLEY RD","","","UPPER MUSQUODOBOIT","NS","B0N 2M0","CAN","902-568-2396","0","0"
"36617","5","DEFAULT","MID ONTARIO DIESEL","400 DUNLOP ST W","","","BARRIE","ON","L4N 1C2","CAN","705-722-1122","3000","2831"
"36822","9","DEFAULT","STAR BUILDING COMPONENTS INC","4507-61ST AVE.","","","LEDUC","AB","T9E 7B5","CAN","780-986-0334","0","0"
"36971","9","DEFAULT","SUNSET ENTERPRISES LTD.  EX","75 LAKE MAJOR ROAD","","","WESTPHAL","NS","B2Z 1B1","CAN","902-434-3485","0","0"
"36975","5","DEFAULT","ERNST HANSCH CONST LTD","3 TERRACON PLACE","","","WINNIPEG","MB","R2J 4B3","CAN","204-233-7881","5000","3749"
"37018","9","DEFAULT","BELL ROOFING***ACCT CLOSED***","11230-228 ST","","","EDMONTON","AB","T5S 2B7","CAN","780-447-2346","0","0"
"37095","A","DEFAULT","SUPERIOR FINISHES LTD","80 PARAMOUNT RD","","","WINNIPEG","MB","R2X 2W3","CAN","204-985-9820","1000","1000"
"37173","9","DEFAULT","NAC AUTO CENTER","E5 2212 GLADWIN CRES","","","OTTAWA","ON","K1B 5N1","CAN","613-526-5968","0","0"
"37266","9","DEFAULT","INSTA FOIL SPECIALTIES","227 LOWSON CRESCENT","","","WINNIPEG","MB","R3P 1A6","CAN","204-488-4333","0","0"
"37267","5","DEFAULT","WASTECO BRAMPTON","150 ORENDA RD","","","BRAMPTON","ON","L6W 1W3","CAN","905-459-2716","4000","2151"
"37275","A","DEFAULT","LANGHAM TOWN OF","PO BOX 289","","","LANGHAM","SK","S0K 2L0","CAN","306-283-4842","2000","2000"
"37309","9","DEFAULT","PBF PITA BREAD***CLOSED****","8000 WINSTON ST","","","BURNABY","BC","V5A 2H5","CAN","604-528-6111","0","0"
"37329","9","DEFAULT","KEVIN BRADY FARMS","RR 1, 3723 7TH LINE","","","PORT HOPE","ON","L1A 3V5","CAN","905-797-2502","0","0"
"37361","A","DEFAULT","RALPHS ARCTIC CAT SLS SERV","262117 BALZAC BLVD","","","BALZAC","AB","T4B 2T3","CAN","403-291-4868","1000","1000"
"37381","A","DEFAULT","CLARE MACHINE WORKS LTD","PO BOX 146","","","METEGHAN CENTRE","NS","B0W 2K0","CAN","902-645-2216","2000","2000"
"37544","9","DEFAULT","ALDERNAY GATE","C/O CITIGROUP PROPERTIES","33 ALDERNAY DR SUITE 650","","DARTMOUTH","NS","B2Y 2N4","CAN","902-464-7792","0","0"
"37712","9","DEFAULT","J HOVORKA & SONS LTD","PO BOX 60","","","SPRAGUE","MB","R0A 1Z0","CAN","204-437-2080","0","0"
"37735","9","DEFAULT","EASY SWEEP BLDG SERV LTD","#6 84067 RANGE ROAD 210","","","LETHBRIDGE COUNTY","AB","T1J 5N7","CAN","403-328-8696","0","0"
"37737","5","DEFAULT","MAXIM TRUCK & TRAILER","600 OAK POINT HWY","RR 2","","WINNIPEG","MB","R3C 2E6","CAN","204-790-6590","2000","1682"
"37751","9","DEFAULT","YMCA CAMBRIDGE","250 HESPELER ROAD","","","CAMBRIDGE","ON","N1R 3H3","CAN","519-621-3250","0","0"
"37808","9","DEFAULT","ENVIROSYSTEMS***ACCT CLOSED***","11 BROWN AVE","","","DARTMOUTH","NS","B3B 1Z7","CAN","902-000-0000","0","0"
"37848","9","DEFAULT","TRACE ELECTRIC","# 11 825 DENISON ST","","","MARKHAM","ON","L3R 5E4","CAN","905-415-0300","0","0"
"37855","A","DEFAULT","REGENT CONSTRUCTION CO LTD","919 DUGALD ROAD","","","WINNIPEG","MB","R2J 0G7","CAN","204-231-3456","2000","1798"
"37969","5","DEFAULT","M C TECHNICAL SERV","UNIT #20 6068 NETHERHART RD","","","MISSISSAUGA","ON","L5T 1N3","CAN","905-670-7887","1000","1000"
"37984","9","DEFAULT","BRILAND TRANSPORT LTD","PO BOX 1300","","","BLACKFALDS","AB","T0M 0J0","CAN","403-885-5546","0","0"
"38062","A","DEFAULT","WITDOUCK FARMS 2021","PO BOX 65","","","IRON SPRINGS","AB","T0K 1G0","CAN","403-738-4395","3000","2834"
"38097","9","DEFAULT","EDS VALVE****ACCT CLOSED*****","4012C LANDRY AVE","","","RED DEER COUNTY","AB","T4S 2B3","CAN","403-346-7800","0","0"
"38128","9","DEFAULT","AECOM***ACCT CLOSED***","100 2899 BROADMOOR BLVD","","","SHERWOOD PARK","AB","T8H 1B5","CAN","780-639-6034","0","0"
"38130","A","DEFAULT","CENTRAL TRAILER FABRICATION","4427 HIGHWAY 3","","","CENTRAL ARGYLE","NS","B0W 1W0","CAN","902-749-3245","1000","742"
"38165","A","DEFAULT","SMITTYS REPAIR SERV","427021 25 SIDEROAD","","","MONO","ON","L9V 1E5","CAN","519-925-6057","2000","1902"
"38235","9","DEFAULT","ALCOS MACHINERY","190 HARRY WALKER PKWY","","","NEWMARKET","ON","L3Y 7B4","CAN","905-836-6030","0","0"
"38236","9","DEFAULT","ROSSMERE COUNTRY CLUB","925 WATT STREET","","","WINNIPEG","MB","R2K 2T4","CAN","204-988-1530","0","0"
"38242","9","DEFAULT","MAPLE*** ACCT CLOSED***","6985 FINANCIAL DR","","","MISSISSAUGA","ON","L5N 0A1","CAN","519-632-5000","0","0"
"38283","9","DEFAULT","NOSSACK FINE MEATS","100 7240 JOHNSTONE DR","","","RED DEER","AB","T4P 3Y6","CAN","403-346-5006","0","0"
"38471","A","DEFAULT","DAVID RUDYS REPAIR","RR 2","972 BRUCE RD #40","","DOBBINTON","ON","N0H 1L0","CAN","519-363-0572","2500","2500"
"38532","9","DEFAULT","WAYNE HILL CONT***CLOSED***","5842 GLACIER GULCH RD","","","SMITHERS","BC","V0J 2N2","CAN","250-847-2383","0","0"
"38689","A","DEFAULT","RIDEOUT TOOL & MACHINE INC","170 AKERLEY BLVD","","","DARTMOUTH","NS","B3B 1S5","CAN","902-468-2060","3500","3398"
"38690","A","DEFAULT","LEASK & COMPANY","#8-1385 STEVENS RD","","","KELOWNA","BC","V1Z 2S9","CAN","250-769-8010","2500","2500"
"38731","9","DEFAULT","HAUKAAS ***ACCT CLOSED*****","PO BOX 8","","","MORTLACH","SK","S0H 3E0","CAN","306-355-2718","0","0"
"38928","3","DEFAULT","PRINCE EDWARD ISLAND PROVINCE","PAYMENT PROCESSING SECTION","PO BOX 2000","","CHARLOTTETOWN","PE","C1A 7N8","CAN","902-368-4040","3500","3500"
"39135","9","DEFAULT","CENTRA INDUSTRIES INC","24 CHERRY BLOSSOM ROAD","","","CAMBRIDGE","ON","N3H 4R7","CAN","519-650-2828","0","0"
"39213","9","DEFAULT","ROWE INDUSTRIAL SALES & SERV","PO BOX 305B RR 1","","","WALTON","NS","B0N 2R0","CAN","902-369-2152","0","0"
"39282","3","DEFAULT","COMMERCIAL BAKERIES","45 TORBARRIE ROAD","","","DOWNSVIEW","ON","M3L 1G5","CAN","416-247-5478","2000","2000"
"39431","5","DEFAULT","PHOENIX CUSTOM MACH INC","4 SIMPSON RD","","","BOLTON","ON","L7E 1G9","CAN","905-738-0101","5000","4144"
"39483","3","DEFAULT","CP DISTRIBUTORS CALGARY","120 4550 25 ST SE","","","CALGARY","AB","T2B 3P1","CAN","403-253-2006","1000","1000"
"39484","9","DEFAULT","LOCKEPORT TOWN**ACCT CLOSED***","PO BOX 189","","","LOCKEPORT","NS","B0T 1L0","CAN","902-656-2216","0","0"
"39500","9","DEFAULT","GATEWAY MATERIALS LTD","20 MACDONALD AVE","","","DARTMOUTH","NS","B3B 1C5","CAN","902-443-6602","0","0"
"39502","9","DEFAULT","LOGWOOD INDUSTRIES LTD","PO BOX 30 SITE 23 RR 5","","","PRINCE ALBERT","SK","S6V 5R3","CAN","306-763-3330","0","0"
"39514","9","DEFAULT","ROBCO LIFT TRUCK SERV","13132 135 ST","","","EDMONTON","AB","T5L 1Y5","CAN","780-488-9392","0","0"
"39717","9","DEFAULT","CW MANUFACTURING LTD","DIV OF CW MANUFACTURING INC","28029 108 AVE","","ACHESON","AB","T7X 6P7","CAN","780-948-8810","0","0"
"39758","9","DEFAULT","NEW CAN TRUCK PARTS","PO BOX 1612","","","RIMBEY","AB","T0C 2J0","CAN","403-843-2261","0","0"
"39772","9","DEFAULT","SWISSPORT****ACCT CLOSED*****","1 BELL BLVD  HALIFAX AIRPORT","","","ENFIELD","NS","B2T 1K2","CAN","902-873-3995","0","0"
"39818","9","DEFAULT","PICTOU****ACCT CLOSED********","AUTHORITY PCSW","PO BOX 2500","","STELLARTON","NS","B0K 1S0","CAN","902-396-5062","0","0"
"39840","3","DEFAULT","LOEWEN WINDOWS","77 HWY 52 W","WEST RECEIVING DOORS","","STEINBACH","MB","R5G 1B2","CAN","431-305-0888","5000","5000"
"39910","9","DEFAULT","OTIS CANADA INC - OTTAWA","2480 LANCASTER ROAD","","","OTTAWA","ON","K1B 4S5","CAN","613-737-7670","0","0"
"40164","9","DEFAULT","ROGERS COMMUNICATIONS INC","141 HESTER STREET","","","HAMILTON","ON","L9A 2N9","CAN","905-667-7428","0","0"
"40413","A","DEFAULT","BARRETT MECHANICAL","4058 EASTGATE CRES","","","LONDON","ON","N6L 1B2","CAN","519-652-7207","1500","1500"
"40657","9","DEFAULT","MGB****ACCT CLOSED******","196 OTTER LANE","ATT:MIKE BERRY","","COBOCONK","ON","K0M 1K0","CAN","705-454-2409","0","0"
"40674","5","DEFAULT","CROPPER MOTORS INC","PO BOX 430","","","NAICAM","SK","S0K 2Z0","CAN","306-874-2011","2000","1728"
"40702","9","DEFAULT","WESTERRA EQUIPMENT LP EX","10240 GRACE ROAD","","","SURREY","BC","V3V 3V6","CAN","604-930-3300","0","0"
"40711","A","DEFAULT","GLEN'S SMALL ENGINE CENTRE","4620 50 ST","","","LLOYDMINSTER","SK","S9V 1B8","CAN","306-825-3100","1000","1000"
"40888","9","DEFAULT","C & C WOOD PROD***CLOSED****","1751 QUESNEL-HIXON ROAD","","","QUESNEL","BC","V2J 5Z5","CAN","250-992-7471","0","0"
"40933","9","DEFAULT","ABLE INFSTRUCTURE","35 ISNOR DRIVE","","","DARTMOUTH","NS","B3B 1N6","CAN","902-468-6234","0","0"
"40983","5","DEFAULT","DF BARNES SERVICES LIMITED","PO BOX 5996","","","ST JOHN'S","NL","A1C 5X4","CAN","709-579-5041","5000","2338"
"41109","9","DEFAULT","TROUW*****ACCTCLOSED*****","12805 - 97 B ST","","","GRANDE PRAIRIE","AB","T8V 6K1","CAN","780-532-3151","0","0"
"41184","A","DEFAULT","GENDRE CONSTRUCTION INC","PO BOX 536","","","STETTLER","AB","T0C 2L0","CAN","403-742-8813","1000","1000"
"41224","9","DEFAULT","AUTOMATION CONTROL INC","100 SHELDON DR UNIT 2","","","CAMBRIDGE","ON","N1R 7S7","CAN","519-622-4070","0","0"
"41254","9","DEFAULT","R J SALES","PO BOX 657","","","WADENA","SK","S0A 4J0","CAN","306-338-2541","0","0"
"41540","9","DEFAULT","LAZY M RANCH","111429 GREY RD 14","RR 3","","CONN","ON","N0G 1N0","CAN","519-323-4489","0","0"
"41542","9","DEFAULT","CAN ART ALUM EXTRUSION","85 PARKSHORE DRIVE","","","BRAMPTON","ON","L6T 5M1","CAN","905-791-1464","0","0"
"41560","9","DEFAULT","RED DEER EXHAUST SPECIALITES","PO BOX 783","","","RED DEER","AB","T4N 5H2","CAN","403-885-5800","0","0"
"41600","9","DEFAULT","HALIFAX NISSAN","3224 KEMPT RD","","","HALIFAX","NS","B3K 4X1","CAN","902-453-2020","0","0"
"42094","A","DEFAULT","SAMSON ENTERPRISES","4330 HWY 320 PO BOX 72","","","ARICHAT","NS","B0E 1A0","CAN","902-226-0095","3000","3000"
"42171","9","DEFAULT","OTTAWA-CARLETON DIST SCH BRD","133 GREENBANK RD","","","NEPEAN","ON","K2H 6L3","CAN","613-596-8211","0","0"
"42230","5","DEFAULT","HIGHLINE PRODUCE LTD","506 MERSEA RD 5","","","LEAMINGTON","ON","N8H 3V5","CAN","519-326-8643","5000","5000"
"42239","9","DEFAULT","LE BLANC BROS**ACCT CLOSED**","GENERAL DELIVERY","","","LOWER WEDGEPORT","NS","B0W 2B0","CAN","902-663-2927","0","0"
"42240","9","DEFAULT","BARNES DISTRIBUTION","PO BOX 6908","","","CLEVELAND","OH","441011908","USA","800-726-9626","0","0"
"42312","5","DEFAULT","CANADIAN LINEN - HALIFAX","41 THORNHILL DR","","","DARTMOUTH","NS","B3B 1R9","CAN","902-468-7520","1500","1363"
"42345","9","DEFAULT","B & R FARMS","PO BOX 222","","","CRAIK","SK","S0G 0V0","CAN","306-734-2345","0","0"
"42392","9","DEFAULT","AHLSTROM CONSTRUCTION LTD","BOX 39","","","ALHAMBRA","AB","T0M 0C0","CAN","403-729-3958","0","0"
"42467","9","DEFAULT","BADGER***ACCT CLOSED***","6740 65 AVE","","","RED DEER","AB","T4P 1A5","CAN","306-370-8441","0","0"
"42528","9","DEFAULT","D & M WELDING LTD EX","PO BOX 77","","","GROSSE ISLE","MB","R0C 1G0","CAN","204-633-0784","0","0"
"42595","9","DEFAULT","CO-OP ATLANTIC","123 HALIFAX ST BOX 750","","","MONCTON","NB","E1C 8N5","CAN","506-858-6000","0","0"
"42596","5","DEFAULT","MASTERFEEDS - REGINA","745 PARK STREET","","","REGINA","SK","S4N 4Y4","CAN","306-721-2727","1500","1207"
"42622","9","DEFAULT","DJ SIGNS***ACCT CLOSED*****","PO BOX 120","","","CANDLE LAKE","SK","S0J 3E0","CAN","306-961-7454","0","0"
"42665","9","DEFAULT","CANADIAN PORTABLE STRUCT","4400 CORPORATE DR","","","BURLINGTON","ON","L7L 5R3","CAN","905-335-5500","0","0"
"42669","5","DEFAULT","CAPPRODUCTS OF CANADA","25 WINNIPEG ST","","","VANASTRA","ON","N0M 1L0","CAN","519-482-5000","2500","2298"
"42827","9","DEFAULT","PIONEER NORTH CONCRETE RAISING","RR 1","7197 WELLINGTON RD 30","","ARISS","ON","N0B 1B0","CAN","519-763-3684","0","0"
"42892","3","DEFAULT","PLASTI-FAB LTD","2485 DAY STREET","","","WINNIPEG","MB","R2C 2X5","CAN","204-222-3261","5000","5000"
"42896","9","DEFAULT","GMG ENG SERV","1045 STACEY COURT","","","MISSISSAUGA","ON","L4W 2X7","CAN","905-602-1802","0","0"
"42916","9","DEFAULT","EASTERN ANALYTICAL LTD","403 LITTLE BAY RD","","","SPRINGDALE","NL","A0J 1T0","CAN","709-673-3909","0","0"
"42963","A","DEFAULT","COLLET GRAVEL","PO BOX 100","","","NOTRE DAME DE LOURDES","MB","R0G 1M0","CAN","204-248-2418","4000","2509"
"43023","9","DEFAULT","J.D.IRVING","C/O JDI FINANCE","PO BOX 5777 300 UNION ST","","SAINT JOHN","NB","E2L 4M3","CAN","506-632-7777","0","0"
"43143","5","DEFAULT","G & B PRO MACHINE","1090 HIGHWAY 6","","","WARREN","NS","B4H 3Y2","CAN","902-694-0011","1000","1000"
"43160","5","DEFAULT","CANADIAN BUS MACHINE","8750 HOLGATE CRESCENT","HIGH POINT BUSINESS PARK","","MILTON","ON","L9T 0K3","CAN","905-878-0648","2500","2048"
"43180","9","DEFAULT","GA MASONRY INC***CLOSED***","PO BOX 249","5093 FOUNTAIN ST N","","BRESLAU","ON","N0B 1M0","CAN","519-648-2285","0","0"
"43298","9","DEFAULT","OYEN WELDING AND MACHINING LTD","PO BOX 89","","","OYEN","AB","T0J 2J0","CAN","403-664-3535","0","0"
"43305","9","DEFAULT","ANDERSON MOTIVE PO***CLOSED***","ATTN: CHUCK ARMSTRONG","160 TRAILSIDE COURT","","ST MARY'S","ON","N4X 1E6","CAN","519-870-1900","0","0"
"43384","A","DEFAULT","COUNTRY HOMES","3505 MURPHY RD","","","BURNS LAKE","BC","V0J 1E1","CAN","250-692-3362","2000","2000"
"43422","5","DEFAULT","CORP. OF THE COUNTY OF BRUCE","TRANSPORTATION DEPARTMENT","30 PARK STREET, PO BOX 398","","WALKERTON","ON","N0G 2V0","CAN","519-881-2400","3500","3500"
"43452","A","DEFAULT","DIEMO LTD","RR 2","152 DIEMO RD","","BALTIMORE","ON","K0K 1C0","CAN","905-349-2139","2000","2000"
"43503","9","DEFAULT","SURE TEST PROD SEPARATORS LTD","7116 GRAY DR","","","RED DEER","AB","T4P 1B9","CAN","403-343-1245","0","0"
"43507","9","DEFAULT","R & C ENTERPRISES","107 PROVIDENCE RD","","","FENELON FALLS","ON","K0M 1N0","CAN","705-738-5455","0","0"
"43534","5","DEFAULT","ELMER'S MANUFACTURING EX","PO BOX 908","9118 HWY 30 NORTH","","ALTONA","MB","R0G 0B0","CAN","204-324-6263","7500","6403"
"43597","3","DEFAULT","MARITIME PAPER PRODUCTS LP","25 BORDEN AVE","","","DARTMOUTH","NS","B3B 1C7","CAN","902-468-5353","2500","2500"
"43600","9","DEFAULT","RANCHO****ACCT CLOSED*****","1350 EPCOR TOWER","10423 101 STREET","","EDMONTON","AB","T5H 0E7","CAN","780-463-2132","0","0"
"43618","A","DEFAULT","CENTRAL MAINTENANCE","1289 PRINCE STREET","","","TRURO","NS","B2N 1J5","CAN","902-893-7102","500","511"
"43651","5","DEFAULT","RPH IRRIGATION SERVICES","7915 - 46 ST SE","","","CALGARY","AB","T2C 2Y6","CAN","403-243-0012","1500","1396"
"43652","9","DEFAULT","CORONA ELECTRIC LTD","3605 18 AVE N","","","LETHBRIDGE","AB","T1H 6T2","CAN","403-320-7726","0","0"
"43698","9","DEFAULT","NOVADIVE","PO BOX 32","","","EASTERN PASSAGE","NS","B3G 1M4","CAN","902-465-3383","0","0"
"43790","5","DEFAULT","VICDOM SAND & GRAVEL","3444 BROCK RD N BOX 1359","","","UXBRIDGE","ON","L9P 1N6","CAN","905-649-2193","3000","2884"
"43951","A","DEFAULT","CARMICHAEL ENG - OTTAWA","1240 KENASTON STREET","","","OTTAWA","ON","K1B 0B2","CAN","613-741-9732","5000","4859"
"44077","9","DEFAULT","SOUTH SHORE READY MIX LTD","PO BOX 247","","","BRIDGEWATER","NS","B4V 2W9","CAN","902-543-4639","0","0"
"44107","9","DEFAULT","HEIDELBERG MATERIALS CANADA","PO BOX 4080 STN B","","","WINNIPEG","MB","R2W 5K8","CAN","204-334-6002","0","0"
"44183","5","DEFAULT","BLUE SKY FARMING CO","PO BOX 489","","","DRUMHELLER","AB","T0J 0Y0","CAN","403-364-2051","3000","2954"
"44305","9","DEFAULT","MAJESTIC AUTO RESTORERS","6204, 1ST LINE RD","","","KARS","ON","K0A 2E0","CAN","613-692-4181","0","0"
"44398","9","DEFAULT","ATLANTIC COMPRESSED AIR LTD","484 EDINBURGH DRIVE","","","MONCTON","NB","E1E 2L1","CAN","506-858-9500","0","0"
"44399","9","DEFAULT","GAR DON STEEL IND LTD","1308 - 8TH ST","","","NISKU","AB","T9E 7M1","CAN","780-955-8034","0","0"
"44458","3","DEFAULT","SPRINGLAND MANUFACTURING","PO BOX 550","","","RIVERS","MB","R0K 1X0","CAN","204-566-2279","7000","7000"
"44548","9","DEFAULT","GLENGARY EXCAVATORS LTD","118 TOMPKINSVILLE RD","","","RESERVE MINES","NS","B1E 1K7","CAN","902-849-3895","0","0"
"44760","3","DEFAULT","WEYERHAEUSER DRAYTON VALLEY","220 OCCIDENTAL AVE SOUTH","","","SEATLE","WA","98104","USA","780-542-8002","2000","1454"
"44761","9","DEFAULT","MAIN LINE IND***ACCT CLOSED***","1219 HOLMES RD","","","WEST ST PAUL","MB","R4A 7A7","CAN","204-334-1900","0","0"
"44905","9","DEFAULT","TDC CONTRACTING LTD","PO BOX 1108","","","FORT SMITH","NT","X0E 0P0","CAN","867-872-2458","0","0"
"44910","A","DEFAULT","RAHR MALTING CANADA LTD","PO BOX 113","","","ALIX","AB","T0C 0B0","CAN","403-747-2777","1500","1500"
"44976","5","DEFAULT","CLINTAR LANDSCAPE MGMT LONDON","11 ARTISANS CRESCENT","","","LONDON","ON","N5V 4S1","CAN","519-649-4555","3500","3391"
"45202","9","DEFAULT","SMITHERS WELL DRILLING","4760 NIELSEN RD","","","SMITHERS","BC","V0J 2N2","CAN","250-847-4033","0","0"
"45203","9","DEFAULT","HERC RENTALS INC","590 WINDMILL ROAD","","","DARTMOUTH","NS","B3B 1B5","CAN","902-468-2277","0","0"
"45260","9","DEFAULT","BE MECHANICAL","2445 SHEFFIELD RD","","","OTTAWA","ON","K1B 3V6","CAN","613-749-5611","0","0"
"45272","A","DEFAULT","CAIN'S AUTOBODY LTD EX","PO BOX 1207","","","NIPAWIN","SK","S0E 1E0","CAN","306-862-4011","3500","3343"
"45290","9","DEFAULT","GREAT WEST PLYMOUTH CHRYSLER","17817 STONY PLAIN RD","","","EDMONTON","AB","T5S 1B4","CAN","780-483-5337","0","0"
"45385","9","DEFAULT","THOMPSON MECHANICAL FT SASK","3 1110 88 AVENUE","","","FORT SASKATCHEWAN","AB","T8L 3K8","CAN","780-992-0586","0","0"
"45386","A","DEFAULT","MAURICE MELNIC FARM","C/O AR. MEL FARMS","PO BOX 27","","FANNYSTELLE","MB","R0G 0P0","CAN","204-436-2364","3000","3000"
"45470","A","DEFAULT","GATEWAY BOOKBINDING SYSTEMS LT","385 DE BAETS ST","","","WINNIPEG","MB","R2J 4J8","CAN","204-663-9214","2000","1528"
"45654","9","DEFAULT","BUDGET*****ACCT CLOSED*****","2305 ENTERPRISE WAY","","","KELOWNA","BC","V1X 7E1","CAN","250-763-2666","0","0"
"45675","9","DEFAULT","CANADIAN BEARINGS","1600 DREW RD","","","MISSISSAUGA","ON","L5S 1S5","CAN","905-670-6700","0","0"
"45692","9","DEFAULT","PETES PROP SHOP**ACCT CLOSED**","HWY 2 EAST RR 4","","","BELLEVILLE","ON","K8N 4Z4","CAN","613-968-2667","0","0"
"45714","9","DEFAULT","HERC RENTALS INC","860 BELFAST ROAD","","","OTTAWA","ON","K1G 0Z6","CAN","613-244-4388","0","0"
